ime,posred,vrsta,tip,leto,zemljisce,velikost,cena,agencija
"BREZOVICA PRI LJUBLJANI, NOTRANJE GORICE",Prodaja,Hiša,Dvojček,2019,,230.0,199000.0,
"BREZOVICA PRI LJUBLJANI, NOTRANJE GORICE",Prodaja,Hiša,Dvojček,2019,,230.0,199000.0,
"BREZOVICA PRI LJUBLJANI, NOTRANJE GORICE",Prodaja,Hiša,Dvojček,2019,,230.0,199000.0,
"BREZOVICA PRI LJUBLJANI, NOTRANJE GORICE",Prodaja,Hiša,Dvojček,2019,,230.0,199000.0,
"BREZOVICA PRI LJUBLJANI, NOTRANJE GORICE",Prodaja,Hiša,Dvojček,2019,,230.0,199000.0,
"BREZOVICA PRI LJUBLJANI, NOTRANJE GORICE",Prodaja,Hiša,Dvojček,2019,,230.0,230000.0,
"BREZOVICA PRI LJUBLJANI, NOTRANJE GORICE",Prodaja,Hiša,Dvojček,2019,,230.0,199000.0,
"BREZOVICA PRI LJUBLJANI, POD SUPOTOM",Prodaja,Hiša,Samostojna,1982,,140.0,220000.0,
"BREZOVICA PRI LJUBLJANI, PODPLEŠIVICA",Prodaja,Hiša,Samostojna,1995,,241.6,299000.0,
"BREZOVICA PRI LJUBLJANI, PRESERJE",Prodaja,Hiša,Samostojna,2006,,485.0,1150000.0,
"BREZOVICA PRI LJUBLJANI, V NASELJU",Prodaja,Hiša,Dvojček,1987,,229.8,279000.0,
"BREZOVICA PRI LJUBLJANI, VNANJE GORICE",Prodaja,Stanovanje,štirisobno,2010,,113.0,185000.0,
"BREZOVICA PRI LJUBLJANI, VNANJE GORICE",Prodaja,Hiša,Atrijska,1976,,220.0,350000.0,
BREZOVICA PRI METLIKI,Prodaja,Vikend,Bivalen,1974,,47.0,39700.0,
BREZOVICA PRI METLIKI,Prodaja,Vikend,Zidan,1950,,66.0,22000.0,
BREZOVICA PRI MIRNI,Prodaja,Hiša,Samostojna,1976,,292.0,180000.0,
BREZOVSKA GORA,Prodaja,Vikend,Bivalen,1997,,88.0,66000.0,
BREZOVSKA GORA,Prodaja,Poslovni prostor,Kombiniran prostor,2007,,1130.0,700000.0,
BREZULA,Prodaja,Hiša,Samostojna,1984,,244.0,350000.0,
BREZULA,Prodaja,Hiša,Samostojna,1960,,340.0,90000.0,
BREŽE,Prodaja,Hiša,Samostojna,1965,,176.0,87000.0,
"BREŽE, NA ROBU VASI",Prodaja,Hiša,Samostojna,1994,,330.0,700.0,
BREŽICE,Prodaja,Poslovni prostor,Pisarna,2003,,45.69,11422.5,
BREŽICE,Prodaja,Poslovni prostor,Pisarna,2003,,59.99,13797.7,
BREŽICE,Prodaja,Poslovni prostor,Pisarna,2003,,88.4,15028.0,
BREŽICE,Prodaja,Hiša,Samostojna,1930,,106.0,59500.0,
BREŽICE,Prodaja,Poslovni prostor,Kombiniran prostor,1900,,160.0,89000.0,
BREŽICE,Prodaja,Hiša,Dvostanovanjska,1972,,271.0,180000.0,
BREŽICE,Prodaja,Hiša,Samostojna,1950,,281.5,98000.0,
BREŽICE,Prodaja,Hiša,Samostojna,1989,,292.0,150000.0,
BREŽICE,Prodaja,Hiša,Samostojna,1974,,391.5,180000.0,
BREŽICE,Prodaja,Hiša,Samostojna,1906,,400.0,189000.0,
BREŽICE,Prodaja,Poslovni prostor,Gostinski lokal,1997,,530.0,590000.0,
BREŽICE,Prodaja,Poslovni prostor,Prostor za storitve,1996,,712.0,399000.0,
BREŽICE,Prodaja,Poslovni prostor,Pisarna,2003,,740.0,154000.0,
BREŽICE,Prodaja,Hiša,Drugo,1998,,1150.0,5.0,
BREŽICE,Prodaja,Poslovni prostor,Večji poslovni kompleks,1900,,1900.0,239000.0,
BREŽICE,Prodaja,Posest,Kmetija,1906,,50000.0,259000.0,
"BREŽICE, BLIŽINA CENTRA",Prodaja,Stanovanje,dvosobno,1957,,95.93,66000.0,
"BREŽICE, BLIŽINA ŽELEŽNIŠKE POSTAJE",Prodaja,Stanovanje,trisobno,1939,,116.0,80000.0,
"BREŽICE, CENTER",Prodaja,Poslovni prostor,Prostor za storitve,1710,,70.3,30000.0,
"BREŽICE, CENTER",Prodaja,Poslovni prostor,Kombiniran prostor,1710,,153.9,110000.0,
"BREŽICE, CENTER",Prodaja,Hiša,Samostojna,1780,,445.0,390000.0,
"BREŽICE, CENTER - KRŽIČNIKOVA ULICA",Prodaja,Hiša,Samostojna,1920,,262.0,220000.0,
"BREŽICE, CENTER BREŽIC",Prodaja,Poslovni prostor,Pisarna,1998,,98.0,60000.0,
"BREŽICE, CENTER BREŽIC",Prodaja,Poslovni prostor,Pisarna,1945,,170.0,110000.0,
"BREŽICE, CENTER BREŽIC",Prodaja,Poslovni prostor,Drugo,1945,,180.0,50000.0,
"BREŽICE, CENTER BREŽIC",Prodaja,Poslovni prostor,Večji poslovni kompleks,1945,,590.0,300000.0,
"BREŽICE, CENTER MESTA",Prodaja,Poslovni prostor,Prostor za storitve,2019,,53.19,1500.0,
"BREŽICE, CENTER MESTA",Prodaja,Stanovanje,trisobno,2019,,91.33,135479.55,
"BREŽICE, CENTER MESTA",Prodaja,Stanovanje,dvosobno,2019,,103.22,149500.0,
"BREŽICE, CENTER MESTA",Prodaja,Stanovanje,trisobno,2019,,107.69,153117.0,
"BREŽICE, CENTER MESTA",Prodaja,Stanovanje,štirisobno,2019,,132.23,187961.0,
"BREŽICE, CENTER MESTA",Prodaja,Stanovanje,trisobno,2019,,140.43,191820.5,
"BREŽICE, CENTER MESTA",Prodaja,Stanovanje,trisobno,2019,,181.51,168109.38,
"BREŽICE, CENTER, CESTA PRVIH BORCEV",Prodaja,Poslovni prostor,Drugo,1954,,600.0,195000.0,
"BREŽICE, CENTER, KRŽIČNIKOVA ULICA",Prodaja,Poslovni prostor,Gostinski lokal,1920,,262.0,220000.0,
"BREŽICE, CESTA BRATOV CERJAKOV",Prodaja,Hiša,Samostojna,1947,,244.4,120000.0,
"BREŽICE, CESTA PRVIH BORCEV 6",Prodaja,Poslovni prostor,Prostor za storitve,1949,,432.0,315000.0,
"BREŽICE, CNTER",Prodaja,Poslovni prostor,Prostor za storitve,1710,,61.4,48000.0,
"BREŽICE, CPB",Prodaja,Poslovni prostor,Drugo,1876,,505.4,550000.0,
"BREŽICE, CPB",Prodaja,Hiša,Samostojna,1876,,505.4,550000.0,
"BREŽICE, ČRNC",Prodaja,Hiša,Samostojna,2016,,109.9,157000.0,
"BREŽICE, DRENOVEC PRI BUKOVJU",Prodaja,Hiša,Samostojna,1991,,150.0,104000.0,
"BREŽICE, GORNJI LENART 62",Prodaja,Hiša,Samostojna,1990,,180.0,158000.0,
"BREŽICE, GREGORČIČEVA 16",Prodaja,Stanovanje,trisobno,2008,,98.0,98000.0,
"BREŽICE, GREGORČIČEVA ULICA 19",Prodaja,Garaža,Vsi tipi,1970,,15.0,9500.0,
"BREŽICE, JESENICE NA DOLENJSKEM",Prodaja,Hiša,Samostojna,1934,,198.0,92000.0,
"BREŽICE, KREGARJEVA ULICA",Prodaja,Hiša,Samostojna,1970,,103.0,87000.0,
"BREŽICE, KRŽIČNIKOVA UL. - V NEPOSREDNI BLIŽINI CENTRA",Prodaja,Hiša,Samostojna,1963,,225.0,249000.0,
"BREŽICE, LENARTOVA POT",Prodaja,Poslovni prostor,Večji poslovni kompleks,1980,,1255.9,390000.0,
"BREŽICE, MAISTROVA ULICA",Prodaja,Poslovni prostor,Gostinski lokal,1977,,136.2,220000.0,
"BREŽICE, MAROF",Prodaja,Hiša,Samostojna,1986,,198.0,149000.0,
"BREŽICE, MIRNA ULICA V CENTRU BREŽIC",Prodaja,Hiša,Samostojna,1936,,134.36,82000.0,
"BREŽICE, MURNOVA ULICA",Prodaja,Hiša,Samostojna,1975,,130.0,95000.0,
"BREŽICE, NAD VRBINO, TOP LOKACIJA",Prodaja,Stanovanje,dvosobno,2019,,71.61,105589.0,
"BREŽICE, NAD VRBINO, TOP LOKACIJA",Prodaja,Stanovanje,dvosobno,2019,,81.83,120653.0,
"BREŽICE, NAD VRBINO, TOP LOKACIJA",Prodaja,Stanovanje,trisobno,2019,,85.27,121381.0,
"BREŽICE, NAD VRBINO, TOP LOKACIJA",Prodaja,Stanovanje,trisobno,2019,,95.48,135915.0,
"BREŽICE, NAD VRBINO, TOP LOKACIJA",Prodaja,Stanovanje,trisobno,2019,,102.73,146236.0,
"BREŽICE, NAD VRBINO, TOP LOKACIJA",Prodaja,Stanovanje,štiriinpolsobno,2019,,114.04,150098.0,
"BREŽICE, NAD VRBINO, TOP LOKACIJA",Prodaja,Stanovanje,štiriinpolsobno,2019,,122.51,160674.0,
"BREŽICE, NAD VRBINO, TOP LOKACIJA",Prodaja,Stanovanje,štiriinpolsobno,2019,,127.12,167460.0,
"BREŽICE, NAD VRBINO, TOP LOKACIJA",Prodaja,Stanovanje,štiriinpolsobno,2019,,142.45,185848.0,
"BREŽICE, OBREŽJE - JESENICE NA DOLENJSKEM",Prodaja,Poslovni prostor,Prostor za storitve,1965,,475.0,390000.0,
"BREŽICE, OBREŽJE - JESENICE NA DOLENJSKEM",Prodaja,Hiša,Samostojna,1965,,475.0,390000.0,
"BREŽICE, OBRTNA ULICA",Prodaja,Hiša,Samostojna,1982,,500.0,5.0,
"BREŽICE, OKOLICA SELA PRI DOBOVI",Prodaja,Hiša,Samostojna,2006,,300.0,1000000.0,
"BREŽICE, OKOLICA, BLATNO",Prodaja,Hiša,Samostojna,1980,,100.0,40000.0,
"BREŽICE, POSLOVNI PROSTOR - TRGOVSKI LOKAL",Prodaja,Poslovni prostor,Prostor za storitve,1980,,30.0,800.0,
"BREŽICE, POSLOVNO TRGOVSKI CENTER PTC",Prodaja,Poslovni prostor,Pisarna,1999,,372.5,675.0,
"BREŽICE, PREŠERNOVA",Prodaja,Hiša,Samostojna,1800,,269.0,45000.0,
"BREŽICE, PTC",Prodaja,Poslovni prostor,Pisarna,1999,,372.5,675.0,
"BREŽICE, STARI CENTER MESTA, C. P. B 13",Prodaja,Hiša,Samostojna,1700,,296.0,160000.0,
"BREŽICE, ŠENTLENART",Prodaja,Stanovanje,trisobno,1939,,116.0,75000.0,
"BREŽICE, TRNJE",Prodaja,Stanovanje,dvosobno,1980,,63.54,77000.0,
"BREŽICE, TRNJE 9",Prodaja,Hiša,Samostojna,1934,,90.0,130000.0,
"BREŽICE, TRNJE, BLOKOVSKO NASELJE",Prodaja,Stanovanje,trisobno,1981,,80.0,105000.0,
"BREŽICE, TRNJE, SONČNA IN MIRNA LOKACIJA",Prodaja,Hiša,Samostojna,1938,,165.0,149000.0,
"BREŽICE, ULICA BRATOV MILAVCEV",Prodaja,Hiša,Samostojna,1978,,105.0,122000.0,
"BREŽICE, VILLA LIVADA, TRG IZGNANCEV",Prodaja,Stanovanje,triinpolsobno,2019,,103.68,167700.0,
"BREŽICE, VILLA LIVADA, TRG IZGNANCEV",Prodaja,Stanovanje,štirisobno,2019,,116.82,185480.0,
"BREŽICE, VILLA LIVADA, TRG IZGNANCEV",Prodaja,Stanovanje,štiriinpolsobno,2019,,126.21,203172.0,
"BREŽICE, VILLA LIVADA, TRG IZGNANCEV",Prodaja,Stanovanje,petsobno,2019,,150.73,239321.0,
BRINJE,Prodaja,Stanovanje,trisobno,1981,,83.89,256000.0,
BRINJE,Prodaja,Poslovni prostor,Kombiniran prostor,1980,,1575.0,2800000.0,
"BRINJE, DUNAJSKA CESTA 106",Prodaja,Poslovni prostor,Pisarna,1980,,50.0,90000.0,
BRITOF,Prodaja,Poslovni prostor,Pisarna,2018,,80.0,120000.0,
BRITOF,Prodaja,Hiša,Dvojček,2015,,139.0,239999.0,
BRITOF,Prodaja,Stanovanje,trisobno,1972,,140.0,130000.0,
"BRITOF, OBRTNA CONA OLJARICA",Prodaja,Poslovni prostor,Prostor za storitve,1950,,501.0,125000.0,
"BRITOF, POSLOVNA CONA OLJARICA",Prodaja,Poslovni prostor,Prostor za storitve,1950,,736.0,260000.0,
"BRITOF, V URBANEM NASELJU",Prodaja,Stanovanje,trisobno,1972,,161.2,130000.0,
"BRITOF, VOGE",Prodaja,Hiša,Vrstna,2007,,126.8,297000.0,
BRJE,Prodaja,Hiša,Vrstna,1800,,101.5,55000.0,
BRJE PRI KOMNU,Prodaja,Poslovni prostor,Drugo,1954,,173.0,200000.0,
"BRJE PRI KOMNU, 8",Prodaja,Hiša,Dvojček,1815,,120.0,197000.0,
"BRJE PRI KOMNU, KOMEN OKOLICA",Prodaja,Hiša,Vrstna,1938,,152.4,80000.0,
"BRJE PRI KOMNU, KOMEN OKOLICA",Prodaja,Hiša,Samostojna,1830,,194.0,114900.0,
"BRJE PRI KOMNU, KOMEN OKOLICA",Prodaja,Hiša,Samostojna,1830,,194.0,139000.0,
"BRNICA, DOL PRI HRASTNIKU - HRASTNIK",Prodaja,Vikend,Zidan,1980,,42.0,56000.0,
BROD,Prodaja,Stanovanje,dvosobno,2003,,52.1,179000.0,
BROD,Prodaja,Stanovanje,Soba,2006,,58.6,190000.0,
BROD,Prodaja,Stanovanje,trisobno,2009,,122.3,359000.0,
BROD,Prodaja,Hiša,Samostojna,1962,,180.0,289000.0,
BROD,Prodaja,Hiša,Dvojček,1970,,202.8,300000.0,
BROD,Prodaja,Hiša,Samostojna,2002,,399.0,990000.0,
"BROD, KAJAKAŠKA CESTA",Prodaja,Stanovanje,dvosobno,2000,,48.0,164000.0,
"BROD, LJ.",Prodaja,Stanovanje,trisobno,2006,,86.0,215000.0,
"BROD, LJ.",Prodaja,Stanovanje,trisobno,2005,,91.19,257000.0,
"BROD, SLAŠČIČARNA IN PEKARNA",Prodaja,Poslovni prostor,Gostinski lokal,2005,,220.0,480000.0,
"BROD, TACENSKA TROJKA",Prodaja,Stanovanje,dvosobno,2005,,91.19,257000.0,
BRSNIK,Prodaja,Poslovni prostor,Gostinski lokal,1997,,30.0,140000.0,
BRVACE,Prodaja,Hiša,Vrstna,2005,,317.8,455000.0,
BRVI,Prodaja,Hiša,Samostojna,1998,,233.0,115000.0,
BS 3,Prodaja,Stanovanje,dvoinpolsobno,1978,,67.4,169000.0,
BS 3,Prodaja,Stanovanje,trisobno,1980,,71.2,233000.0,
BS 3,Prodaja,Stanovanje,trisobno,1977,,76.6,209000.0,
BS 3,Prodaja,Stanovanje,trisobno,1977,,77.0,2680.0,
BS 3,Prodaja,Stanovanje,trisobno,1982,,77.0,220000.0,
BS 3,Prodaja,Stanovanje,trisobno,1978,,77.7,225000.0,
BS 3,Prodaja,Stanovanje,trisobno,1975,,79.5,195000.0,
BS 3,Prodaja,Stanovanje,trisobno,1980,,79.6,220000.0,
BS 3,Prodaja,Stanovanje,trisobno,1982,,79.6,220000.0,
BS 3,Prodaja,Stanovanje,trisobno,1981,,79.8,185000.0,
BS 3,Prodaja,Stanovanje,štirisobno,1978,,96.7,225000.0,
"BS 3, BS3",Prodaja,Stanovanje,trisobno,1981,,81.0,187000.0,
"BS 3, LJ. - BEŽIGRAD",Prodaja,Stanovanje,štirisobno,1978,,95.2,225000.0,
"BS 3, MAROLTOVA",Prodaja,Stanovanje,dvosobno,1977,,57.7,155000.0,
"BS 3, REBOLJEVA ULICA",Prodaja,Stanovanje,enosobno,1975,,41.0,129000.0,
"BS 3, TREBINJSKA ULICA",Prodaja,Stanovanje,dvosobno,1977,,54.57,157000.0,
"BS 3, VOJKOVA CESTA",Prodaja,Stanovanje,garsonjera,1982,,28.5,107000.0,
BTC,Prodaja,Poslovni prostor,Pisarna,1980,,64.2,128000.0,
BTC,Prodaja,Poslovni prostor,Prostor za storitve,2005,,123.0,190000.0,
BTC,Prodaja,Poslovni prostor,Pisarna,2004,,123.7,216475.0,
BTC,Prodaja,Poslovni prostor,Pisarna,2004,,125.24,219170.0,
BTC,Prodaja,Hiša,Dvojček,1964,,149.3,370000.0,
BTC,Prodaja,Poslovni prostor,Drugo,2006,,232.2,487620.0,
BTC,Prodaja,Poslovni prostor,Neživilska trgovina,2006,,232.3,480000.0,
BTC,Prodaja,Poslovni prostor,Večji poslovni kompleks,2006,,232.3,464600.0,
BTC,Prodaja,Poslovni prostor,Pisarna,2004,,248.94,435645.0,
BTC,Prodaja,Poslovni prostor,Pisarna,1977,,383.98,550000.0,
BTC,Prodaja,Poslovni prostor,Prostor za storitve,2003,,667.1,1799000.0,
BTC,Prodaja,Poslovni prostor,Pisarna,1980,,939.64,1250000.0,
BTC,Prodaja,Poslovni prostor,Prostor za storitve,1980,,1185.0,1490000.0,
BTC,Prodaja,Poslovni prostor,Prostor za storitve,1970,,1190.0,1490000.0,
BTC,Prodaja,Poslovni prostor,Drugo,2000,,1822.0,2350000.0,
"BTC, BLIŽINA OBVOZNICE",Prodaja,Poslovni prostor,Pisarna,1998,,128.0,180000.0,
"BTC, HALA 5",Prodaja,Poslovni prostor,Prostor za storitve,1998,,33.0,70000.0,
"BTC, HALA 5/2 KLETNI PROSTORI",Prodaja,Poslovni prostor,Kombiniran prostor,1958,,161.0,167000.0,
"BTC, HALA 5/2, MULLER",Prodaja,Poslovni prostor,Drugo,1995,,161.0,191000.0,
"BTC, HALA MULLER",Prodaja,Poslovni prostor,Neživilska trgovina,1958,,161.0,191000.0,
"BTC, LESKOŠKOVA",Prodaja,Poslovni prostor,Pisarna,2004,,247.0,416000.0,
"BTC, LETALIŠKA CESTA 5",Prodaja,Poslovni prostor,Drugo,2006,,232.2,302400.0,
"BTC, LETALIŠKA, LESKOŠKOVA CESTA",Prodaja,Garaža,Parkirno mesto,2005,,12.0,13500.0,
"BTC, OBMOČJE LETALIŠKE",Prodaja,Poslovni prostor,Pisarna,2005,,105.0,180000.0,
"BTC, POKOPALIŠKA ULICA",Prodaja,Stanovanje,dvoinpolsobno,1958,,68.4,199000.0,
"BTC, POSLOVNO - INDUSTRIJSKA CONA",Prodaja,Poslovni prostor,Večji poslovni kompleks,1987,,1901.0,1850000.0,
"BTC, ŠMARTINSKA",Prodaja,Poslovni prostor,Neživilska trgovina,1995,,36.07,120000.0,
"BTC, TANGRAM, MULLER",Prodaja,Poslovni prostor,Prostor za storitve,1958,,161.0,191000.0,
"BTC, V SREDIŠČU",Prodaja,Poslovni prostor,Kombiniran prostor,1958,,161.0,191000.0,
BUČE,Prodaja,Hiša,Samostojna,1997,,80.0,20000.0,
BUČE,Prodaja,Hiša,Samostojna,1932,,98.2,39000.0,
BUČE,Prodaja,Posest,Kmetija,1932,,98.2,39000.0,
"BUČEČOVCI, OB GOZDU",Prodaja,Hiša,Samostojna,2014,,169.0,95000.0,
BUČKA,Prodaja,Hiša,Samostojna,1970,,142.0,150000.0,
"BUČKA, DOLENJE RADULJE",Prodaja,Hiša,Samostojna,1850,,120.0,71000.0,
"BUDANJE, ROB VASI",Prodaja,Hiša,Samostojna,1985,,225.0,155000.0,
BUDINCI,Prodaja,Hiša,Samostojna,1800,,132.0,55000.0,
BUDINCI,Prodaja,Hiša,Samostojna,2012,,165.0,158000.0,
BUKOVCI,Prodaja,Poslovni prostor,Gostinski lokal,1980,,94.8,195000.0,
BUKOVCI,Prodaja,Hiša,Samostojna,1961,,130.4,89900.0,
BUKOVCI,Prodaja,Hiša,Dvostanovanjska,1973,,276.0,124000.0,
BUKOVCI,Prodaja,Hiša,Samostojna,1970,,339.6,195000.0,
BUKOVCI,Prodaja,Hiša,Samostojna,1995,,572.7,417000.0,
"BUKOVCI, DOBRA LOKACIJA",Prodaja,Hiša,Samostojna,1961,,192.0,108000.0,
"BUKOVICA PRI LITIJI, 24",Prodaja,Hiša,Dvostanovanjska,1990,,300.0,490000.0,
"BUKOVICA PRI VODICAH, OKOLICA",Prodaja,Hiša,Samostojna,2006,,307.0,490000.0,
BUKOVJE,Prodaja,Hiša,Samostojna,1850,,45.0,75000.0,
BUKOVJE PRI SLIVNICI,Prodaja,Hiša,Samostojna,1985,,300.0,260000.0,
"BUKOVJE V BABNI GORI, BABNA GORA",Prodaja,Hiša,Samostojna,1950,,76.8,60000.0,
BUKOVO,Prodaja,Hiša,Samostojna,1920,,165.0,29000.0,
BUKOVŽLAK,Prodaja,Hiša,Samostojna,2014,,136.0,1300.0,
"BUKOVŽLAK, 11",Prodaja,Stanovanje,dvosobno,1900,,85.3,44100.0,
BUŠEČA VAS,Prodaja,Vikend,Zidan,1981,,50.0,20000.0,
BUŠINJA VAS,Prodaja,Hiša,Samostojna,1780,,48.7,72000.0,
BUTARI,Prodaja,Hiša,Samostojna,1930,,180.0,150000.0,
CAJNARJE,Prodaja,Hiša,Samostojna,1910,,210.0,99000.0,
"CANKOVA, CENTER VASI",Prodaja,Stanovanje,petsobno,1970,,145.0,87000.0,
CEGLO,Prodaja,Hiša,Vrstna,2000,,106.0,85000.0,
"CELESTRINA, VINOGRAD, TRAVNIK, PTUJ - VIDEM",Prodaja,Hiša,Samostojna,1980,,48.2,19990.0,
CELJE,Prodaja,Poslovni prostor,Gostinski lokal,1997,,30.0,29000.0,
CELJE,Prodaja,Poslovni prostor,Gostinski lokal,1995,,32.2,107000.0,
CELJE,Prodaja,Stanovanje,enosobno,1900,,35.0,52480.0,
CELJE,Prodaja,Stanovanje,enoinpolsobno,1964,,38.2,62900.0,
CELJE,Prodaja,Stanovanje,enosobno,1969,,39.5,65000.0,
CELJE,Prodaja,Stanovanje,enoinpolsobno,1949,,40.0,52000.0,
CELJE,Prodaja,Poslovni prostor,Prostor za storitve,1980,,42.0,45000.0,
CELJE,Prodaja,Stanovanje,enosobno,2008,,44.0,62000.0,
CELJE,Prodaja,Poslovni prostor,Gostinski lokal,1997,,50.0,76000.0,
CELJE,Prodaja,Stanovanje,dvosobno,1850,,60.1,52000.0,
CELJE,Prodaja,Poslovni prostor,Prostor za storitve,1997,,60.7,63000.0,
CELJE,Prodaja,Stanovanje,dvoinpolsobno,1957,,71.96,96000.0,
CELJE,Prodaja,Hiša,Samostojna,1975,,74.0,65000.0,
CELJE,Prodaja,Stanovanje,trisobno,2001,,75.0,75000.0,
CELJE,Prodaja,Stanovanje,trisobno,1850,,75.4,78000.0,
CELJE,Prodaja,Poslovni prostor,Gostinski lokal,1991,,78.0,80000.0,
CELJE,Prodaja,Stanovanje,trisobno,2009,,89.2,129000.0,
CELJE,Prodaja,Poslovni prostor,Kombiniran prostor,1900,,90.0,98500.0,
CELJE,Prodaja,Stanovanje,trisobno,1900,,90.0,98500.0,
CELJE,Prodaja,Stanovanje,trisobno,1900,,90.0,98500.0,
CELJE,Prodaja,Poslovni prostor,Kombiniran prostor,1981,,104.6,77000.0,
CELJE,Prodaja,Poslovni prostor,Pisarna,2005,,110.0,179000.0,
CELJE,Prodaja,Poslovni prostor,Neživilska trgovina,1900,,112.0,69000.0,
CELJE,Prodaja,Stanovanje,dvoinpolsobno,1950,,114.54,127000.0,
CELJE,Prodaja,Stanovanje,trisobno,1700,,117.0,90000.0,
CELJE,Prodaja,Stanovanje,Drugo,1948,,120.0,49000.0,
CELJE,Prodaja,Stanovanje,štirisobno,1894,,122.8,173000.0,
CELJE,Prodaja,Hiša,Samostojna,1966,,140.0,180000.0,
CELJE,Prodaja,Hiša,Samostojna,1974,,140.4,239000.0,
CELJE,Prodaja,Hiša,Samostojna,1850,,142.8,58400.0,
CELJE,Prodaja,Poslovni prostor,Pisarna,2004,,144.63,750.0,
CELJE,Prodaja,Poslovni prostor,Pisarna,2004,,146.3,198000.0,
CELJE,Prodaja,Hiša,Dvostanovanjska,1920,,147.0,118500.0,
CELJE,Prodaja,Stanovanje,dvosobno,1910,,150.7,85000.0,
CELJE,Prodaja,Hiša,Samostojna,2000,,160.0,1000000.0,
CELJE,Prodaja,Hiša,Samostojna,1971,,164.4,1510.0,
CELJE,Prodaja,Hiša,Samostojna,1990,,176.0,190000.0,
CELJE,Prodaja,Hiša,Dvojček,1990,,180.0,190000.0,
CELJE,Prodaja,Hiša,Samostojna,1996,,184.4,215000.0,
CELJE,Prodaja,Poslovni prostor,Pisarna,1960,,194.0,160000.0,
CELJE,Prodaja,Hiša,Samostojna,1970,,195.0,179000.0,
CELJE,Prodaja,Hiša,Samostojna,1993,,200.0,300000.0,
CELJE,Prodaja,Stanovanje,trisobno,1972,,201.4,280000.0,
CELJE,Prodaja,Hiša,Samostojna,1938,,210.0,98500.0,
CELJE,Prodaja,Hiša,Samostojna,1926,,212.0,180000.0,
CELJE,Prodaja,Stanovanje,Drugo,1993,,216.0,275000.0,
CELJE,Prodaja,Hiša,Samostojna,2009,,220.0,170000.0,
CELJE,Prodaja,Hiša,Samostojna,1989,,221.0,210000.0,
CELJE,Prodaja,Hiša,Samostojna,1900,,230.0,129000.0,
CELJE,Prodaja,Stanovanje,Drugo,1948,,240.0,98000.0,
CELJE,Prodaja,Stanovanje,petsobno,1500,,240.5,255000.0,
CELJE,Prodaja,Poslovni prostor,Skladišče,1960,,250.0,500.0,
CELJE,Prodaja,Hiša,Samostojna,1967,,261.0,150000.0,
CELJE,Prodaja,Poslovni prostor,Prostor za storitve,1960,,273.0,307000.0,
CELJE,Prodaja,Poslovni prostor,Prostor za storitve,1957,,273.8,167200.0,
CELJE,Prodaja,Hiša,Samostojna,2002,,280.0,350000.0,
CELJE,Prodaja,Poslovni prostor,Prostor za storitve,1990,,280.0,290000.0,
CELJE,Prodaja,Hiša,Dvostanovanjska,1860,,294.0,130000.0,
CELJE,Prodaja,Poslovni prostor,Drugo,2001,,294.0,265000.0,
CELJE,Prodaja,Hiša,Samostojna,1993,,300.0,164000.0,
CELJE,Prodaja,Poslovni prostor,Kombiniran prostor,2001,,330.0,396000.0,
CELJE,Prodaja,Hiša,Samostojna,2002,,359.6,370000.0,
CELJE,Prodaja,Poslovni prostor,Skladišče,1973,,370.0,600.0,
CELJE,Prodaja,Hiša,Samostojna,2002,,380.0,350000.0,
CELJE,Prodaja,Hiša,Samostojna,2002,,380.0,375000.0,
CELJE,Prodaja,Hiša,Samostojna,2002,,382.0,375000.0,
CELJE,Prodaja,Hiša,Samostojna,2002,,382.0,370000.0,
CELJE,Prodaja,Hiša,Samostojna,1955,,403.6,325000.0,
CELJE,Prodaja,Poslovni prostor,Kombiniran prostor,1990,,419.0,450000.0,
CELJE,Prodaja,Hiša,Drugo,1990,,419.0,450000.0,
CELJE,Prodaja,Poslovni prostor,Prostor za storitve,1960,,600.0,270000.0,
CELJE,Prodaja,Poslovni prostor,Pisarna,1960,,600.0,250000.0,
CELJE,Prodaja,Hiša,Samostojna,1960,,600.0,250000.0,
CELJE,Prodaja,Poslovni prostor,Kombiniran prostor,1900,,661.0,550000.0,
CELJE,Prodaja,Poslovni prostor,Gostinski lokal,1980,,750.0,389000.0,
CELJE,Prodaja,Poslovni prostor,Prostor za storitve,1900,,872.0,750000.0,
CELJE,Prodaja,Poslovni prostor,Večji poslovni kompleks,1950,,1249.5,381000.0,
CELJE,Prodaja,Poslovni prostor,Prostor za storitve,1960,,1690.0,1450000.0,
CELJE,Prodaja,Poslovni prostor,Kombiniran prostor,1960,,2940.0,970000.0,
"CELJE, ANSKI VRH",Prodaja,Hiša,Samostojna,1978,,160.0,70000.0,
"CELJE, BERNEKERJEVA ULICA 2A",Prodaja,Poslovni prostor,Kombiniran prostor,1992,,357.0,160000.0,
"CELJE, BEŽIGRAJSKA CESTA",Prodaja,Poslovni prostor,Kombiniran prostor,1960,,1690.0,1500000.0,
"CELJE, BLIŽINA AVTOBUSNE POSTAJE",Prodaja,Poslovni prostor,Ordinacija,1975,,40.2,100000.0,
"CELJE, BLIŽINA CENTRA 200 M",Prodaja,Hiša,Samostojna,1965,,180.0,129900.0,
"CELJE, BRODARJEVA ULICA",Prodaja,Stanovanje,trisobno,1930,,100.0,137000.0,
"CELJE, CELESTINOVA",Prodaja,Hiša,Samostojna,1970,,200.0,89000.0,
