ime,posred,vrsta,koliko_sobno,leto_izgradnje,zemljisce,velikost,cena,agencija
AJDOVŠČINA,Prodaja,Poslovni prostor,,,,"1.172,60","1.600.000,00",Renes d.o.o.
AJDOVŠČINA,Prodaja,Posest,,,,"11.582,00","249.013,00",Slovenske železnice d.o.o.
"KOPER, ZG. SEMEDELA",Prodaja,Stanovanje,,,,"64,62","116.000,00",Adria nepremičnine d.o.o.
AJDOVŠČINA,Prodaja,Posest,,,,"26.740,00","0,90",Svet Real d.o.o.
"AJDOVŠČINA, BEVKOVA ULICA 6",Prodaja,Stanovanje,,,,"39,00","65.000,00",Agencija Sončna hiša d.o.o.
"AJDOVŠČINA, BLIŽINA CENTRA",Prodaja,Hiša,,,,"220,00","345.000,00",Zasebna ponudba
"AJDOVŠČINA, CENTER",Prodaja,Stanovanje,,,,"54,00","113.000,00",Zasebna ponudba
"AJDOVŠČINA, CENTER",Prodaja,Hiša,,,,"90,00","142.500,00",EURO NINE d.o.o.
"AJDOVŠČINA, CENTER",Prodaja,Posest,,,,"971,00","150.000,00","Renes d.o.o., PE Nova Gorica"
"AJDOVŠČINA, CENTER MESTA",Prodaja,Garaža,,,,"13,00","9.200,00",Gaberit nepremičnine Matija Ceket s.p.
"AJDOVŠČINA, CENTER MESTA",Prodaja,Hiša,,,,"200,00","190.000,00",Gaberit nepremičnine Matija Ceket s.p.
"AJDOVŠČINA, OBRTNA CONA TALE",Prodaja,Posest,,,,"4.300,00","70,00",Zasebna ponudba
"AJDOVŠČINA, PLAČE",Prodaja,Hiša,,,,"171,20","215.000,00",Zasebna ponudba
"AJDOVŠČINA, PREDMEJA",Prodaja,Hiša,,,,"142,00","72.500,00",EURO NINE d.o.o.
"AJDOVŠČINA, SLEJKOTI",Prodaja,Posest,,,,"4.589,00","170.000,00",Gaberit nepremičnine Matija Ceket s.p.
"AJDOVŠČINA, SOSESKA KRESNICE",Prodaja,Stanovanje,,,,"54,15","125.000,00",Zasebna ponudba
"AJDOVŠČINA, ŠMARJE",Prodaja,Hiša,,,,"223,00","249.000,00",EURO NINE d.o.o.
"AJDOVŠČINA, TEVČE",Prodaja,Hiša,,,,"180,00","245.000,00 &euro;<span class=""cena-old"">269.000,00",Gaberit nepremičnine Matija Ceket s.p.
"AJDOVŠČINA, ŽAPUŽE",Prodaja,Hiša,,,,"286,00","379.000,00",EURO NINE d.o.o.
AJŠEVICA,Prodaja,Stanovanje,,,,"66,00","129.300,00","SolTerra, nepremičnine, d.o.o."
AJŠEVICA,Prodaja,Stanovanje,,,,"120,00","200.000,00","SolTerra, nepremičnine, d.o.o."
AJŠEVICA,Prodaja,Posest,,,,"1.228,00","49,00",Renes d.o.o.
AJŠEVICA,Prodaja,Posest,,,,"1.228,00","49,00",LEBAN INVEST d.o.o.
AJŠEVICA,Prodaja,Posest,,,,"2.226,00","55,00","Forma nepremičnine, Klavdio Štrukelj s.p."
AJŠEVICA,Prodaja,Posest,,,,"2.477,00","70,00",Renes d.o.o.
"AJŠEVICA, NOVA GORICA",Prodaja,Posest,,,,"17.680,00","45,00",Agencija Sončna hiša d.o.o.
"AJŠEVICA, NOVA GORICA",Prodaja,Posest,,,,"17.680,00","45,00",Agencija Sončna hiša d.o.o.
AMBROŽ POD KRVAVCEM,Prodaja,Stanovanje,,,,"25,00","55.000,00",Mezanin nepremičnine d.o.o.
AMBROŽ POD KRVAVCEM,Prodaja,Stanovanje,,,,"48,00","115.000,00",Mezanin nepremičnine d.o.o.
AMBROŽ POD KRVAVCEM,Prodaja,Vikend,,,,"140,00","170.000,00",MKA nepremičnine d.o.o.
AMBROŽ POD KRVAVCEM,Prodaja,Vikend,,,,"140,00","130.000,00",MKA nepremičnine d.o.o.
AMBROŽ POD KRVAVCEM,Prodaja,Hiša,,,,"140,00","170.000,00",Novi list d.o.o.
AMBROŽ POD KRVAVCEM,Prodaja,Hiša,,,,"212,00","350.000,00",Bidom d.o.o.
AMBROŽ POD KRVAVCEM,Prodaja,Posest,,,,"422,00","75,00",Fesst nepremičnine d.o.o.
AMBROŽ POD KRVAVCEM,Prodaja,Posest,,,,"535,00","37.000,00",Agent 3091 d.o.o.
"AMBROŽ POD KRVAVCEM, BLIŽINA SMUČIŠČA",Prodaja,Vikend,,,,"100,00","199.000,00","Rebernik nepremičnine, Samo Rebernik s.p."
"AMBROŽ POD KRVAVCEM, DOM NA KRIŠKI PLANINI",Prodaja,Stanovanje,,,,"23,20","52.000,00",Loka nepremičnine d.o.o.
"AMBROŽ POD KRVAVCEM, DOM NA KRVAVCU",Prodaja,Stanovanje,,,,"44,90","110.000,00",Zasebna ponudba
"AMBROŽ POD KRVAVCEM, KRVAVEC",Prodaja,Počitniški objekt,,,,"10,00","98.000,00",Koncepti d.o.o.
"AMBROŽ POD KRVAVCEM, KRVAVEC",Prodaja,Počitniški objekt,,,,"30,50","62.500,00",Zasebna ponudba
"AMBROŽ POD KRVAVCEM, KRVAVEC - NA SMUČIŠČU",Prodaja,Stanovanje,,,,"60,00","122.000,00","Komfort skupina d.o.o., nepremičnine"
"AMBROŽ POD KRVAVCEM, SONČNA Z LEPIM RAZGLEDOM",Prodaja,Posest,,,,"1.176,00","60,00","Domek nepremičnine, Nataša Batinič s.p."
"AMBROŽ POD KRVAVCEM, TIK OB SMUČIŠČU KRVAVEC",Prodaja,Vikend,,,,"100,00","199.000,00",MP PROJEKT d.o.o.
ANDRAŽ NAD POLZELO,Prodaja,Hiša,,,,"94,80","177.770,00","Nepremičninska družba, d.o.o., PE RE/MAX Premium"
ANDRAŽ NAD POLZELO,Prodaja,Posest,,,,"750,00","50.000,00",HABIT d.o.o.
ANDRAŽ NAD POLZELO,Prodaja,Posest,,,,"1.203,00","30,00",Zasebna ponudba
ANDRAŽ NAD POLZELO,Prodaja,Posest,,,,"2.100,00","35,00",Zasebna ponudba
"RAKEK, 2 KM OD IZVOZA AC UNEC",Prodaja,Hiša,,,,"94,00","83.000,00",Zasebna ponudba
"ANDRAŽ NAD POLZELO, POLZELA",Prodaja,Hiša,,,,"76,70","83.700,00","Nepremičninska družba, d.o.o., PE RE/MAX Premium"
"ANDRAŽ NAD POLZELO, POLZELA",Prodaja,Posest,,,,"950,00","27,00","Center nepremičnin, Geoprojekt, Geodetske storitve, projektiranje, inženiring, nepremičnine d.o.o."
ANDREJCI,Prodaja,Hiša,,,,"140,30","39.900,00",FISA nepremičnine d.o.o.
ANDREJCI,Prodaja,Posest,,,,"5.018,00","30.000,00",Tohom d.o.o.
"ANDREJCI, 5 KM VOŽNJE DO MORAVSKIH TOPLIC",Prodaja,Vikend,,,,"100,00","80.000,00",Zasebna ponudba
"ANDREJCI, 7KM DO MORAVSKIH TOPLIC",Prodaja,Posest,,,,"6.278,00","38.000,00",Zasebna ponudba
ANDRENCI,Prodaja,Hiša,,,,"65,20","70.000,00","C-nep agencija, d.o.o."
ANDRENCI,Prodaja,Hiša,,,,"119,80","28.000,00","C-nep agencija, d.o.o."
ANDRENCI,Prodaja,Hiša,,,,"6.611,00","29.500,00",Atrium nepremičnine d.o.o.
ANDRENCI,Prodaja,Posest,,,,"13.599,00","51.000,00","C-nep agencija, d.o.o."
ANKARAN,Prodaja,Stanovanje,,,,"40,30","129.000,00",Dodoma d.o.o.
ANKARAN,Prodaja,Poslovni prostor,,,,"46,00","88.000,00",Samrok nepremičnine d.o.o.
ANKARAN,Prodaja,Stanovanje,,,,"64,90","225.000,00",Vila Portorož d.o.o.
ANKARAN,Prodaja,Poslovni prostor,,,,"69,40","140.000,00",Fin dom d.o.o.
ANKARAN,Prodaja,Poslovni prostor,,,,"69,60","130.000,00",Samrok nepremičnine d.o.o.
ANKARAN,Prodaja,Stanovanje,,,,"76,00","176.000,00",Zasebna ponudba
ANKARAN,Prodaja,Stanovanje,,,,"79,20","176.000,00","Apertura, poslovanje z nepremičninami, d.o.o."
ANKARAN,Prodaja,Stanovanje,,,,"94,70","220.000,00",Adria nepremičnine d.o.o.
ANKARAN,Prodaja,Stanovanje,,,,"106,70","365.000,00","Apertura, poslovanje z nepremičninami, d.o.o."
ANKARAN,Prodaja,Poslovni prostor,,,,"116,00","218.000,00",Samrok nepremičnine d.o.o.
ANKARAN,Prodaja,Stanovanje,,,,"122,90","249.000,00",LJUBLJANA NEPREMIČNINE d.o.o.
ANKARAN,Prodaja,Stanovanje,,,,"125,50","210.000,00",Veda nepremičnine d.o.o.
ANKARAN,Prodaja,Hiša,,,,"150,00","165.000,00","Agencija Stenat 2000, Jagoda Nikolič s.p."
ANKARAN,Prodaja,Hiša,,,,"160,00","450.000,00","INVESTMOND nepremičnine, Edmond Petrovič s.p."
ANKARAN,Prodaja,Hiša,,,,"160,00","399.000,00",HABIT d.o.o.
ANKARAN,Prodaja,Stanovanje,,,,"166,70","300.000,00",Veda nepremičnine d.o.o.
ANKARAN,Prodaja,Stanovanje,,,,"171,60","290.000,00",Veda nepremičnine d.o.o.
ANKARAN,Prodaja,Hiša,,,,"174,00","415.000,00",Samrok nepremičnine d.o.o.
ANKARAN,Prodaja,Hiša,,,,"174,40","450.000,00",Mezanin nepremičnine d.o.o.
ANKARAN,Prodaja,Hiša,,,,"189,60","320.000,00","Nepremičninska družba, d.o.o., PE RE/MAX Obala"
ANKARAN,Prodaja,Hiša,,,,"205,00","330.000,00","Agencija Stenat 2000, Jagoda Nikolič s.p."
ANKARAN,Prodaja,Stanovanje,,,,"220,00","320.000,00",Trobec d.o.o.
ANKARAN,Prodaja,Hiša,,,,"269,00","540.000,00","Agencia d.o.o., PE Obala"
"PTUJ, NOVO NASELJE",Prodaja,Poslovni prostor,,,,"420,00","750,00",Zasebna ponudba
ANKARAN,Prodaja,Hiša,,,,"269,00","540.000,00",Samrok nepremičnine d.o.o.
ANKARAN,Prodaja,Stanovanje,,,,"292,20","480.000,00",Veda nepremičnine d.o.o.
ANKARAN,Prodaja,Posest,,,,"958,00","55,00",Zasebna ponudba
ANKARAN,Prodaja,Posest,,,,"1.657,00","50.000,00",Vila Portorož d.o.o.
ANKARAN,Prodaja,Posest,,,,"1.738,00","500.000,00","Agencia d.o.o., PE Obala"
ANKARAN,Prodaja,Posest,,,,"2.207,00","160.000,00",Marketing Galeb d.o.o.
ANKARAN,Prodaja,Posest,,,,"3.345,00","183.000,00",Vila Portorož d.o.o.
"ANKARAN, BLIŽINA CENTRA",Prodaja,Hiša,,,,"213,50","320.000,00","EMONA OBALA, nepremičnine d.o.o."
"ANKARAN, BLIŽINA CENTRA IN MORJA",Prodaja,Poslovni prostor,,,,"1.330,00","1.880.000,00",Obala nepremičnine d.o.o.
"ANKARAN, CENTER",Prodaja,Stanovanje,,,,"42,10","122.000,00 &euro;<span class=""cena-old"">129.000,00",Lustrum nepremičnine d.o.o.
"ANKARAN, CENTER",Prodaja,Stanovanje,,,,"58,80","145.000,00",Veda nepremičnine d.o.o.
"ANKARAN, CENTER",Prodaja,Stanovanje,,,,"71,75","214.000,00",Zasebna ponudba
"ANKARAN, CENTER MESTA - 300 METROV OD MORJA",Prodaja,Poslovni prostor,,,,"69,50","185.000,00","Nepremičninska družba, d.o.o., PE RE/MAX Obala"
"ANKARAN, CEREJ",Prodaja,Stanovanje,,,,"50,90","114.000,00","EMONA OBALA, nepremičnine d.o.o."
"ANKARAN, CEREJ PRI ANKARANU",Prodaja,Stanovanje,,,,"50,90","119.000,00",HABIT d.o.o.
"ANKARAN, DOLGE NJIVE",Prodaja,Posest,,,,"663,00","180.000,00",Zasebna ponudba
"ANKARAN, FAJTI, K. O. 2590 HRIBI, ŠT. 591/2",Prodaja,Posest,,,,"893,00","70.000,00",Zasebna ponudba
"ANKARAN, GRADBENO DOVOLJENJE",Prodaja,Posest,,,,"896,00","200.000,00",Vila Portorož d.o.o.
"ANKARAN, HRVATINI",Prodaja,Hiša,,,,"181,80","560.000,00",MKA nepremičnine d.o.o.
"ANKARAN, HRVATINI",Prodaja,Hiša,,,,"188,00","315.000,00","Nepremičnine Izola, d.o.o."
"ANKARAN, HRVATINI",Prodaja,Hiša,,,,"190,00","315.000,00",Malis nepremičnine d.o.o.
"DRAVLJE, CESTA ANDREJA BITENCA",Prodaja,Posest,,,,"771,00","177.000,00",Zasebna ponudba
"ANKARAN, HRVATINI",Prodaja,Hiša,,,,"210,00","240.000,00","Agencija Stenat 2000, Jagoda Nikolič s.p."
"ANKARAN, HRVATINI",Prodaja,Posest,,,,"460,00","230.000,00",Samrok nepremičnine d.o.o.
"ANKARAN, HRVATINI, POGLED NA MORJE",Prodaja,Hiša,,,,"200,00","340.000,00","MAREAL, poslovanje z nepremičninami, Klaj Branka s.p."
"ANKARAN, HRVATINI, SAMOSTOJNA, POGLED",Prodaja,Hiša,,,,"200,00","340.000,00","MAREAL, poslovanje z nepremičninami, Klaj Branka s.p."
"ANKARAN, I50 M OD MORJA PRI LAZARETU",Prodaja,Hiša,,,,"170,00","399.000,00",Zasebna ponudba
"ANKARAN, K. O. OLTRA",Prodaja,Posest,,,,"16.216,00","1.881.056,00 &euro;<span class=""cena-old"">2.306.000,00",Rdeči križ Slovenije - Zveza združenj
"ANKARAN, KOLOMBAN",Prodaja,Stanovanje,,,,"70,00","190.000,00","1A nepremičnine, Ervin Bužan, s.p."
"ANKARAN, KOLOMBAN",Prodaja,Stanovanje,,,,"70,00","190.000,00","INVESTMOND nepremičnine, Edmond Petrovič s.p."
"ANKARAN, KOLOMBAN",Prodaja,Posest,,,,"975,00","152,00","Komfort skupina d.o.o., nepremičnine"
"ANKARAN, KOLOMBINI",Prodaja,Posest,,,,"1.275,00","90,00",Urbanistika d.o.o.
"ANKARAN, KONČNI - VOGALNI",Prodaja,Poslovni prostor,,,,"23,00","79.000,00","1A nepremičnine, Ervin Bužan, s.p."
"ANKARAN, NA ZAČETKU ANKARANA",Prodaja,Stanovanje,,,,"34,30","109.800,00",D5 invest d.o.o.
"ANKARAN, NASELJE OLTRA",Prodaja,Stanovanje,,,,"66,30","229.000,00","Nepremičninska družba, d.o.o., PE RE/MAX Obala"
"ANKARAN, NOVA GRADNJA",Prodaja,Hiša,,,,"194,50","300.000,00","1A nepremičnine, Ervin Bužan, s.p."
"ANKARAN, OKOLICA",Prodaja,Posest,,,,"1.660,00","19.920,00","Ruj Nepremičnine, Jernej Suša, s.p."
"ANKARAN, OKOLICA",Prodaja,Posest,,,,"6.390,00","320.000,00","Ruj Nepremičnine, Jernej Suša, s.p."
"ANKARAN, OLTRA",Prodaja,Stanovanje,,,,"64,90","225.000,00",Agencia d.o.o.
"ANKARAN, OLTRA",Prodaja,Posest,,,,"1.409,00","125.000,00","Agencia d.o.o., PE Obala"
"ANKARAN, OLTRA",Prodaja,Posest,,,,"1.657,00","50.000,00","INVESTMOND nepremičnine, Edmond Petrovič s.p."
"ANKARAN, OLTRA",Prodaja,Posest,,,,"1.738,00","450.000,00","INVESTMOND nepremičnine, Edmond Petrovič s.p."
"ANKARAN, OLTRA",Prodaja,Posest,,,,"2.302,00","71.000,00",Sberbank banka d.d.
"ANKARAN, OLTRA",Prodaja,Posest,,,,"6.725,00","280,00",Zasebna ponudba
"ANKARAN, OLTRA - ZNIŽANO",Prodaja,Stanovanje,,,,"64,90","225.000,00","Apertura, poslovanje z nepremičninami, d.o.o."
"ANKARAN, POČITNIŠKO NASELJE",Prodaja,Počitniški objekt,,,,"1.366,00","1.880.000,00","Apertura, poslovanje z nepremičninami, d.o.o."
"ANKARAN, POGLED NA MORJE",Prodaja,Stanovanje,,,,"112,20","320.000,00",Veda nepremičnine d.o.o.
"ANKARAN, PRI ŠOLI IN VRTCU",Prodaja,Stanovanje,,,,"79,20","176.000,00",Dodoma d.o.o.
"ANKARAN, PRIDOBLJENO GRADBENO DOVOLJENJE",Prodaja,Posest,,,,"1.738,00","400.000,00",Vila Portorož d.o.o.
"ANKARAN, SONČNI PARK",Prodaja,Stanovanje,,,,"42,30","99.000,00","Nepremičninska družba, d.o.o., PE RE/MAX Obala"
"ANKARAN, TIK OB MORJU",Prodaja,Stanovanje,,,,"70,00","225.000,00",Zasebna ponudba
"ANKARAN, VILA OBDANA Z ZELENJEM",Prodaja,Hiša,,,,"250,00","590.000,00","Nepremičninska družba, d.o.o., PE RE/MAX Obala"
"ANKARAN, Z BAZENOM",Prodaja,Hiša,,,,"207,60","630.000,00","Apertura, poslovanje z nepremičninami, d.o.o."
"ANOVEC, KREMEN",Prodaja,Hiša,,,,"150,00","75.900,00",Zasebna ponudba
APAČE,Prodaja,Stanovanje,,,,"38,00","27.000,00",Zasebna ponudba
APAČE,Prodaja,Poslovni prostor,,,,"132,12","369.900,00 &euro;<span class=""cena-old"">415.500,00","C-nep agencija, d.o.o."
APAČE,Prodaja,Hiša,,,,"141,00","30.000,00","RE/MAX Avenija, Nepremičnine Maribor d.o.o."
APAČE,Prodaja,Poslovni prostor,,,,"310,00","119.900,00",Atrium nepremičnine d.o.o.
"LJ. BEŽIGRAD, TOPNIŠKA",Oddaja,Stanovanje,,,,"31,00","350,00",Zasebna ponudba
APAČE,Prodaja,Stanovanje,,,,"310,00","119.900,00",Atrium nepremičnine d.o.o.
APAČE,Prodaja,Posest,,,,"15.596,00","369.900,00 &euro;<span class=""cena-old"">415.500,00","C-nep agencija, d.o.o."
"APAČE, GRABE",Prodaja,Posest,,,,"875,00","11.400,00",Zasebna ponudba
"APAČE, OB GLAVNI CESTI",Prodaja,Poslovni prostor,,,,"406,10","100.000,00",Prima vista d.o.o.
"APAČE, ŽEPOVCI OB LOKALNI CESTI",Prodaja,Hiša,,,,"300,00","110.000,00",Zasebna ponudba
APNENIK PRI BOŠTANJU,Prodaja,Hiša,,,,"30,00","15.000,00",AXA 1995 d.o.o. PE nepremičnine Krško
"APNENIK PRI BOŠTANJU, 46",Prodaja,Vikend,,,,"113,00","80.000,00",Zasebna ponudba
"APNENIK PRI BOŠTANJU, BOŠTANJ",Prodaja,Hiša,,,,"66,50","25.000,00","Oridom nepremičnine, Ivan Orešnik s.p."
"APNO, NA OBROBJU VASI",Prodaja,Hiša,,,,"70,00","150.000,00",Zasebna ponudba
ARCLIN,Prodaja,Posest,,,,"789,00","22.000,00","Dominos d.o.o., PE Ljubljana"
ARCLIN,Prodaja,Posest,,,,"1.035,00","88,00",Zasebna ponudba
"ARCLIN, INDUSTRIJSKA CONA VOJNIK",Prodaja,Posest,,,,"2.522,00","85,00",Zasebna ponudba
"ARCLIN, OBROBJE VOJNIKA",Prodaja,Posest,,,,"4.000,00","45,00","Center nepremičnin, Geoprojekt, Geodetske storitve, projektiranje, inženiring, nepremičnine d.o.o."
"ARCLIN, OBROBJE VOJNIKA",Prodaja,Posest,,,,"4.000,00","45,00","Center nepremičnin, Geoprojekt, Geodetske storitve, projektiranje, inženiring, nepremičnine d.o.o."
"BS 3, REBOLJEVA ULICA",Prodaja,Stanovanje,,,,"53,94","116.000,00",Zasebna ponudba
"ARCLIN, PRI VOJNIKU",Prodaja,Posest,,,,"800,00","60,00","Center nepremičnin, Geoprojekt, Geodetske storitve, projektiranje, inženiring, nepremičnine d.o.o."
"ARCLIN, Z RAZGLEDOM NA VOJNIK",Prodaja,Posest,,,,"524,00","29.900,00","Center nepremičnin, Geoprojekt, Geodetske storitve, projektiranje, inženiring, nepremičnine d.o.o."
"ARCLIN, Z RAZGLEDOM NA VOJNIK",Prodaja,Posest,,,,"706,00","30.000,00","Center nepremičnin, Geoprojekt, Geodetske storitve, projektiranje, inženiring, nepremičnine d.o.o."
"ARMEŠKO, LOKACIJA OB LOKALNI CESTI",Prodaja,Poslovni prostor,,,,"518,20","160.000,00","Geodet Kralj, geodetske storitve in nepremičnine, Janez Kralj s.p."
"ARMEŠKO, SONČNA, MIRNA LOKACIJA",Prodaja,Posest,,,,"1.155,00","20.000,00","Geodet Kralj, geodetske storitve in nepremičnine, Janez Kralj s.p."
"ARNOVO SELO, BLIŽINA ARTIČ",Prodaja,Posest,,,,"2.850,00","27.000,00","Geodet Kralj, geodetske storitve in nepremičnine, Janez Kralj s.p."
ARTIČE,Prodaja,Stanovanje,,,,"57,07","53.000,00","NOVDOM Nepremičnine, Aleš Novak s.p."
"ARTIČE, CENTER, PRI OŠ",Prodaja,Hiša,,,,"300,00","120.000,00",Zasebna ponudba
"ARTIČE, DOLENJA VAS PRI ARTIČAH",Prodaja,Posest,,,,"1.600,00","2.700,00",Zasebna ponudba
"ARTVIŽE, NA SLEMENU",Prodaja,Hiša,,,,"150,00","89.000,00","Premik nepremičnine, Magajna Ines s.p."
"ARTVIŽE, OB POHODNI POTI",Prodaja,Posest,,,,"43.000,00","89.000,00","Premik nepremičnine, Magajna Ines s.p."
AVBER,Prodaja,Posest,,,,"4.850,00","35,00",Urbanistika d.o.o.
AVBER,Prodaja,Posest,,,,"15.876,00","6.630,00","Ruj Nepremičnine, Jernej Suša, s.p."
"AVBER, OKOLICA - DOLINA RAŠE",Prodaja,Posest,,,,"12.722,00","4.500,00","Ruj Nepremičnine, Jernej Suša, s.p."
"AVBER, ŠTORJE OKOLICA",Prodaja,Hiša,,,,"105,00","49.000,00","Ruj Nepremičnine, Jernej Suša, s.p."
AVČE,Prodaja,Hiša,,,,"116,60","60.000,00",Renes d.o.o.
AVČE,Prodaja,Hiša,,,,"222,00","85.000,00","MISTRAL NEPREMIČNINE, Valter Vodopivec s.p."
BABIČI,Prodaja,Hiša,,,,"82,00","59.000,00","EMONA OBALA, nepremičnine d.o.o."
BABIČI,Prodaja,Hiša,,,,"173,00","260.000,00",Fesst nepremičnine d.o.o.
BABIČI,Prodaja,Hiša,,,,"173,70","260.000,00",Domus nepremičnine d.o.o.
"BABIČI, OB CESTI PROTI GLEMU",Prodaja,Posest,,,,"1.136,00","9.900,00","Nepremičninska družba, d.o.o., PE RE/MAX Obala"
"BABNA BRDA, SVETI ŠTEFAN",Prodaja,Hiša,,,,"173,00","67.000,00",Zasebna ponudba
BABNA GORA,Prodaja,Hiša,,,,"54,30","49.000,00","Agenti Celje, AŽ&MB Nerad d.o.o."
BABNA GORA,Prodaja,Vikend,,,,"54,30","49.000,00","Agenti Celje, AŽ&MB Nerad d.o.o."
BABNA GORA,Prodaja,Vikend,,,,"126,00","69.900,00","Nepremičninska družba, d.o.o., PE RE/MAX Premium"
BABNA GORA,Prodaja,Hiša,,,,"268,00","94.000,00",Nepremičnine-Sanja Radivojević s.p.
BABNA GORA,Prodaja,Posest,,,,"800,00","65.000,00",1.AMS d.o.o.
BABNA GORA,Prodaja,Posest,,,,"1.025,00","7.000,00",Zasebna ponudba
"BABNA GORA, MED ŠENTJURJEM IN ŠMARJEM",Prodaja,Posest,,,,"40.000,00","85.000,00","Nepremičninska družba, d.o.o., PE RE/MAX Premium"
BABNA REKA,Prodaja,Vikend,,,,"82,00","49.000,00","Nepremičnine KLEMENČIČ, Borut Klemenčič Hočevar s.p."
BABNO POLJE,Prodaja,Hiša,,,,"220,00","49.000,00 &euro;<span class=""cena-old"">70.000,00",Nepremičnine Land d.o.o.
BAČ PRI MATERIJI,Prodaja,Stanovanje,,,,"93,00","100.000,00",Trobec d.o.o.
BAČ PRI MATERIJI,Prodaja,Hiša,,,,"341,05","362.000,00","EMONA OBALA, nepremičnine d.o.o."
"BAČ PRI MATERIJI, MATERIJA",Prodaja,Hiša,,,,"400,00","149.000,00",Zasebna ponudba
BAČA PRI MODREJU,Prodaja,Hiša,,,,"149,90","110.000,00",Renes d.o.o.
BAKOVCI,Prodaja,Hiša,,,,"92,20","107.000,00 &euro;<span class=""cena-old"">120.000,00",FISA nepremičnine d.o.o.
BAKOVCI,Prodaja,Hiša,,,,"263,30","240.000,00","C-nep agencija, d.o.o."
BAKOVCI,Prodaja,Poslovni prostor,,,,"263,30","240.000,00","C-nep agencija, d.o.o."
BAKOVCI,Prodaja,Posest,,,,"1.600,00","25.000,00",Zasebna ponudba
BANJA LOKA,Prodaja,Stanovanje,,,,"105,20","62.000,00 &euro;<span class=""cena-old"">65.000,00",Last in posest d.o.o.
BANJA LOKA,Prodaja,Posest,,,,"4.531,00","99.000,00","PBO nepremičnine, Most inženiring d.o.o."
BANJŠICE,Prodaja,Posest,,,,"22.132,00","0,50",Renes d.o.o.
"BANOVCI, BLIŽINA TERM",Prodaja,Posest,,,,"596,00","19.000,00",Heres d.o.o.
"TABOR, PREDEL MAGDALENA, BLIZU BOLNICE",Prodaja,Stanovanje,,,,"80,00","82.750,00",Zasebna ponudba
BAŠELJ,Prodaja,Stanovanje,,,,"118,00","169.400,00","ALTERA, d.o.o."
BAŠELJ,Prodaja,Stanovanje,,,,"140,00","189.540,00","ALTERA, d.o.o."
BAŠELJ,Prodaja,Posest,,,,"490,00","58.800,00","AJP d.o.o., Kranj"
BAŠELJ,Prodaja,Posest,,,,"700,00","85,00","INF - ING nepremičnine, storitve, d.o.o."
BAŠELJ,Prodaja,Posest,,,,"800,00","57.000,00",Fesst nepremičnine d.o.o.
BAŠELJ,Prodaja,Posest,,,,"800,00","70.000,00","INF - ING nepremičnine, storitve, d.o.o."
BAŠELJ,Prodaja,Posest,,,,"822,00","120,00",Fesst nepremičnine d.o.o.
"BATE, PRI ČEPOVANU",Prodaja,Hiša,,,,"271,80","89.000,00",Svet Real d.o.o.
"BATE, SVETO",Prodaja,Posest,,,,"2.065,00","19.900,00",Vilmar nepremičnine d.o.o.
BEČ,Prodaja,Posest,,,,"214,00","490.000,00","Nepremičnine KLEMENČIČ, Borut Klemenčič Hočevar s.p."
BEDENJ,Prodaja,Vikend,,,,"24,00","28.500,00","Nepremičninska družba d.o.o., PE RE/MAX Vogal"
BEDENJ,Prodaja,Posest,,,,"100,00","90.000,00",NNRN nepremičnine d.o.o. Novo mesto
BEGUNJE NA GORENJSKEM,Prodaja,Hiša,,,,"135,00","115.000,00",Zasebna ponudba
BEGUNJE NA GORENJSKEM,Prodaja,Hiša,,,,"206,00","69.000,00","ALTERA, d.o.o."
BEGUNJE NA GORENJSKEM,Prodaja,Hiša,,,,"480,00","285.000,00",Makler Bled d.o.o.
BEGUNJE NA GORENJSKEM,Prodaja,Posest,,,,"561,00","69.000,00","ALTERA, d.o.o."
"BEGUNJE NA GORENJSKEM, RADOVLJICA",Prodaja,Stanovanje,,,,"51,80","98.000,00",Zasebna ponudba
"MARIBOR, BLIZU MAGDALENSKEGA PARKA",Prodaja,Stanovanje,,,,"69,20","79.000,00",Rudolf & Rudolf d.n.o.
"BEGUNJE NA GORENJSKEM, ZADNJA VAS",Prodaja,Posest,,,,"1.078,00","39,00",K 3 Kern d.o.o.
"BEGUNJE NA GORENJSKEM, ZADNJA VAS",Prodaja,Posest,,,,"4.660,00","59.000,00",Afirmacija d.o.o.
"BEGUNJE NA GORENJSKEM, ZADNJA VAS",Prodaja,Posest,,,,"4.660,00","12,70",Afirmacija d.o.o.
BEGUNJE PRI CERKNICI,Prodaja,Stanovanje,,,,"72,00","140.000,00",Zasebna ponudba
BEGUNJE PRI CERKNICI,Prodaja,Hiša,,,,"264,30","150.000,00",Roni nepremičnine d.o.o.
BEGUNJE PRI CERKNICI,Prodaja,Posest,,,,"358,00","5.500,00",Nepremičnine Land d.o.o.
BEGUNJE PRI CERKNICI,Prodaja,Posest,,,,"695,00","24.000,00",Nepremičnine Land d.o.o.
BEGUNJE PRI CERKNICI,Prodaja,Posest,,,,"890,00","69,00",Zasebna ponudba
BEGUNJE PRI CERKNICI,Prodaja,Posest,,,,"1.000,00","36,00",Zasebna ponudba
BEGUNJE PRI CERKNICI,Prodaja,Posest,,,,"1.653,00","25,00",Zasebna ponudba
BEGUNJE PRI CERKNICI,Prodaja,Posest,,,,"4.517,00","20,00",Nepremičnine Land d.o.o.
BEGUNJE PRI CERKNICI,Prodaja,Posest,,,,"130.000,00","600.000,00","Studio Domicil, d.o.o., Ljubljana"
